method,image_rel,gt,pred,confidence_basecsv,ned,accuracy,sigma,ssim,tenengrad,delta_mu,contrast_pr,contrast_gain,key,idx,filename,sharp_score,low_light_score,contrast_score,noise_score
baseline,112_FROM.png,FROM,from,0.8340251445770264,0.0,0,73.72985267883968,0.0,348329256.0,0.0,0.6509803921568628,0.0,112_FROM.png,112,112_FROM.png,0.7517553633501581,0.400317373928391,0.6549019542352942,0.1677380583748955
baseline,113_MEXICO.png,MEXICO,mexico,0.8063373565673828,0.0,0,71.68968399007271,0.0,433941332.0,0.0,0.6352941176470588,0.0,113_MEXICO.png,113,113_MEXICO.png,0.7661924744687902,0.3438888521542912,0.6352941112941177,0.1757532243039635
baseline,114_WOLFGANG.png,WOLFGANG,woaearng,0.0066128172911703,0.0,0,23.762834978527813,0.0,67073342.0,0.0,0.2470588235294117,0.0,114_WOLFGANG.png,114,114_WOLFGANG.png,0.7486453490301811,0.1720791066425339,0.2509803896470589,0.1890486081824546
baseline,115_EMMERICH.png,EMMERICH,emmerich,0.4438738226890564,0.0,0,30.740094690874816,0.0,101525164.0,0.0,0.3450980392156862,0.0,115_EMMERICH.png,115,115_EMMERICH.png,0.7670572317613428,0.295466241718911,0.3450980357647059,0.1122728341338063
baseline,116_Engin.png,Engin,engi,0.027314368635416,0.6,0,29.284108220962867,0.0,150892656.0,0.0,0.2705882352941176,0.0,116_Engin.png,116,116_Engin.png,0.7637476845781411,0.1913523625616781,0.2705882325882353,0.1574527540687022
baseline,117_ing.png,ing,ing,0.2179190218448639,1.0,1,26.072634076173387,0.0,55579166.0,0.0,0.2666666666666666,0.0,117_ing.png,117,117_ing.png,0.7268880585068442,0.1563428168647561,0.2705882325882353,0.1638061285350087
baseline,118_Distributed.png,Distributed,distribred,0.0377339459955692,0.7272727272727273,0,35.20764704262592,0.0,283526288.0,0.0,0.3764705882352941,0.0,118_Distributed.png,118,118_Distributed.png,0.8014174155427288,0.1575857642219357,0.3803921530588235,0.1624666209978618
baseline,119_Objects.png,Objects,objects,0.9794040322303772,0.8571428571428572,0,29.586705112821765,0.0,282458476.0,0.0,0.2705882352941176,0.0,119_Objects.png,119,119_Objects.png,0.797357095338503,0.226828380600015,0.2705882325882353,0.1438503374890491
baseline,120_Gates.png,Gates,gates,0.8038656115531921,0.8,0,60.75433987452696,0.0,697789284.0,0.0,0.6313725490196078,0.0,120_Gates.png,120,120_Gates.png,0.7790260058252203,0.3937704712171753,0.6274509741176472,0.0562069513310436
baseline,121_30.png,30,3o,0.3985081315040588,0.5,0,75.49142065265863,0.0,404540904.0,0.0,0.6823529411764706,0.0,121_30.png,121,121_30.png,0.815802073751138,0.4220591225092993,0.6862745029411765,0.0627994750326118
baseline,122_88.png,88,88,0.7053347826004028,1.0,1,73.81042157252996,0.0,418349252.0,0.0,0.6823529411764706,0.0,122_88.png,122,122_88.png,0.8084176890221947,0.4293752533167992,0.678431365764706,0.0770206289760603
baseline,123_Emergency.png,Emergency,emergency,0.9957677721977234,0.8888888888888888,0,60.61647948058727,0.0,875197752.0,0.0,0.6078431372549019,0.0,123_Emergency.png,123,123_Emergency.png,0.806538491532413,0.3775130829789953,0.6078431311764706,0.0539381305613697
baseline,124_exit.png,exit,exit,0.9996204376220704,1.0,1,54.35462586723255,0.0,189111092.0,0.0,0.5019607843137255,0.0,124_exit.png,124,124_exit.png,0.7162880117092829,0.3801145144486413,0.5019607792941178,0.0697177025972358
baseline,125_No.png,No,no,0.3346639275550842,0.5,0,55.59420241693085,0.0,79787620.0,0.0,0.5215686274509804,0.0,125_No.png,125,125_No.png,0.6890138134156297,0.3612408328122516,0.5215686222352942,0.1378885587263492
baseline,126_unauthorised.png,unauthorised,unauthorised,0.8797221183776855,1.0,1,56.6416252148422,0.0,396403022.0,0.0,0.5568627450980392,0.0,126_unauthorised.png,126,126_unauthorised.png,0.8086851578211169,0.3775594956725081,0.5568627395294119,0.1278492402436238
baseline,127_entry.png,entry,entry,0.9854135513305664,1.0,1,56.06456725359648,0.0,162554294.0,0.0,0.5568627450980392,0.0,127_entry.png,127,127_entry.png,0.7172553276367568,0.3993678504752505,0.5568627395294119,0.0805955063426633
baseline,128_into.png,into,into,0.4793922901153564,1.0,1,58.84266586307588,0.0,129028092.0,0.0,0.5647058823529412,0.0,128_into.png,128,128_into.png,0.6722507241520491,0.3716524056132209,0.5647058767058825,0.1456296386160867
baseline,129_this.png,this,this,0.7753056287765503,1.0,1,55.36733026119521,0.0,115269114.0,0.0,0.5490196078431373,0.0,129_this.png,129,129_this.png,0.6641265945766464,0.3604413346470588,0.5490196023529413,0.1616393471744827
baseline,130_Permit.png,Permit,permit,0.6463823318481445,0.8333333333333334,0,58.15824301122924,0.0,208735550.0,0.0,0.5568627450980392,0.0,130_Permit.png,130,130_Permit.png,0.7238490616291823,0.3732659276398897,0.5607843081176471,0.1363100347412066
baseline,131_to.png,to,to,0.3464294075965881,1.0,1,57.447735249556885,0.0,60959948.0,0.0,0.5450980392156862,0.0,131_to.png,131,131_to.png,0.6854567910510211,0.3680392120058824,0.5450980337647059,0.1301166507338664
baseline,132_work.png,work,work,0.975796103477478,1.0,1,57.72502239093104,0.0,137182266.0,0.0,0.5607843137254902,0.0,132_work.png,132,132_work.png,0.7082456862754194,0.3842987643822512,0.5607843081176471,0.1131723543396956
baseline,133_system.png,system,system,0.9431918859481812,1.0,1,56.054565323339446,0.0,217880058.0,0.0,0.5490196078431373,0.0,133_system.png,133,133_system.png,0.7669106071736562,0.4047566118855204,0.5529411709411766,0.0973906494343624
baseline,134_in.png,in,in,0.3617338240146637,1.0,1,56.09583144850995,0.0,60833884.0,0.0,0.5450980392156862,0.0,134_in.png,134,134_in.png,0.6301929854771112,0.3766240371544757,0.5450980337647059,0.157699135967481
baseline,135_operation.png,operation,operation,0.9986519813537598,1.0,1,55.64406103349877,0.0,280101540.0,0.0,0.5529411764705883,0.0,135_operation.png,135,135_operation.png,0.7804025242424943,0.404095932652128,0.5568627395294119,0.0974220695836532
baseline,136_Estates.png,Estates,estates,0.5695017576217651,0.8571428571428572,0,50.40456210543721,0.0,114145960.0,0.0,0.4980392156862745,0.0,136_Estates.png,136,136_Estates.png,0.7061846514259794,0.3943500323673203,0.4980392107058824,0.2235578953817155
baseline,137_Management.png,Management,management,0.775110125541687,0.9,0,51.083009607334354,0.0,198092570.0,0.0,0.5058823529411764,0.0,137_Management.png,137,137_Management.png,0.7873532524481415,0.4036078391011765,0.5098039164705883,0.1327315777440197
baseline,138_Section.png,Section,section,0.999492347240448,0.8571428571428572,0,49.903178503402266,0.0,111886818.0,0.0,0.5058823529411764,0.0,138_Section.png,138,138_Section.png,0.708245104278259,0.4074260485173188,0.5019607792941178,0.2015982013532819
baseline,139_Tetley.png,Tetley,tetley,0.9626847505569458,0.8333333333333334,0,40.2885616097056,0.0,166257852.0,0.0,0.4392156862745098,0.0,139_Tetley.png,139,139_Tetley.png,0.7482866570607635,0.3380214200039543,0.439215681882353,0.1367521261677631
baseline,140_To.png,To,ion,0.0664296448230743,0.3333333333333333,0,31.82538198155059,0.0,6428614.0,0.0,0.3098039215686274,0.0,140_To.png,140,140_To.png,0.923593992184228,0.4370721331262528,0.3137254870588236,0.2110330598816029
baseline,141_find.png,find,hind,0.0684474855661392,0.75,0,33.87888638866821,0.0,10684168.0,0.0,0.3686274509803922,0.0,141_find.png,141,141_find.png,0.8893776314875476,0.4140243508649164,0.3647058787058824,0.2426673262711909
baseline,142_out.png,out,out,0.0976049154996872,1.0,1,34.78965800966195,0.0,9023518.0,0.0,0.3639215686274511,0.0,142_out.png,142,142_out.png,0.9037689064577584,0.3949743721643382,0.3607843101176471,0.2932354698847363
baseline,143_just.png,just,just,0.0106861442327499,1.0,1,31.353685696753956,0.0,10016614.0,0.0,0.3215686274509804,0.0,143_just.png,143,143_just.png,0.6043272532126963,0.3839534275330148,0.3215686242352942,0.241611901717604
baseline,144_how.png,how,how,0.2713251709938049,1.0,1,32.82296758047255,0.0,7842048.0,0.0,0.3411764705882353,0.0,144_how.png,144,144_how.png,0.8936670014336123,0.3705945859817811,0.3450980357647059,0.1800241702055655
baseline,145_visit.png,visit,visit,0.0227320678532123,1.0,1,30.622881193564325,0.0,8157092.0,0.0,0.3098039215686274,0.0,145_visit.png,145,145_visit.png,0.8841626464349084,0.3576830414058686,0.3121568596235294,0.2414388377583532
baseline,146_U.png,U,u,0.0820921882987022,0.0,0,38.32326178516907,0.0,27322314.0,0.0,0.3843137254901961,0.0,146_U.png,146,146_U.png,0.6425407657312371,0.1991141848600692,0.3882352902352942,0.0926732575209656
baseline,147_Competence.png,Competence,competence,0.9636622071266174,0.9,0,34.69635464630097,0.0,306093350.0,0.0,0.3725490196078431,0.0,147_Competence.png,147,147_Competence.png,0.8222888640345932,0.4911075589943706,0.372549015882353,0.0663263663405891
baseline,148_Center.png,Center,center,0.91062992811203,0.8333333333333334,0,33.08425681818344,0.0,123347866.0,0.0,0.3450980392156862,0.0,148_Center.png,148,148_Center.png,0.7513119982775365,0.4454697214347999,0.3411764671764706,0.0716388675696137
baseline,149_Virtual.png,Virtual,virtual,0.7460986375808716,0.8571428571428572,0,29.004564812903805,0.0,137101342.0,0.0,0.2823529411764706,0.0,149_Virtual.png,149,149_Virtual.png,0.7524496562358878,0.4299323050452818,0.2862745069411765,0.0573417837683577
baseline,150_Office.png,Office,office,0.930425763130188,0.8333333333333334,0,23.938816462125136,0.0,68635936.0,0.0,0.2392156862745098,0.0,150_Office.png,150,150_Office.png,0.714627830754082,0.4163428838778851,0.2352941152941176,0.058551032522933
baseline,151_of.png,of,of,0.1578186452388763,1.0,1,29.44617853390357,0.0,42257610.0,0.0,0.2627450980392157,0.0,151_of.png,151,151_of.png,0.7555118424494233,0.4507289887448573,0.2588235268235295,0.0559833431083381
baseline,152_the.png,the,the,0.8010187149047852,1.0,1,30.827939146687694,0.0,73281080.0,0.0,0.2901960784313726,0.0,152_the.png,152,152_the.png,0.7542868229813381,0.4330849975667895,0.2901960755294118,0.0573170330041483
baseline,153_Future.png,Future,futurei,0.1052343398332595,0.7142857142857143,0,26.03521739571248,0.0,95256424.0,0.0,0.2588235294117647,0.0,153_Future.png,153,153_Future.png,0.7431923992453427,0.4083477696207716,0.2549019582352941,0.059220999342841
baseline,154_Deutsches.png,Deutsches,deutsches,0.7751103043556213,0.8888888888888888,0,28.466737856044123,0.0,101459148.0,0.0,0.2980392156862745,0.0,154_Deutsches.png,154,154_Deutsches.png,0.739479781098416,0.458171234998457,0.3019607812941177,0.0767245439746879
baseline,155_Forschungszentrum.png,Forschungszentrum,forschungszennun,0.0106249097734689,0.7647058823529411,0,26.413273935248977,0.0,117113550.0,0.0,0.2784313725490196,0.0,155_Forschungszentrum.png,155,155_Forschungszentrum.png,0.7476336722656975,0.459245800410349,0.2784313697647059,0.0667034506842371
baseline,156_fur.png,fur,fu,0.1135132387280464,0.6666666666666667,0,29.799035579421098,0.0,36147416.0,0.0,0.3058823529411765,0.0,156_fur.png,156,156_fur.png,0.6493528851110799,0.453363173609975,0.305882349882353,0.0805115999086046
baseline,157_Kunstliche.png,Kunstliche,kunstliche,0.2681083083152771,0.9,0,24.04475740704994,0.0,64368146.0,0.0,0.2470588235294117,0.0,157_Kunstliche.png,157,157_Kunstliche.png,0.7289066899537434,0.4695571898346043,0.2509803896470589,0.0712973507754966
baseline,158_Intelligenz.png,Intelligenz,intelligenz,0.7087452411651611,0.9090909090909092,0,27.439654689215956,0.0,106670150.0,0.0,0.2862745098039215,0.0,158_Intelligenz.png,158,158_Intelligenz.png,0.7439230799636536,0.4536883214570887,0.2862745069411765,0.0741838288540883
baseline,159_GmbH.png,GmbH,gmbh,0.3990862369537353,0.5,0,18.25304922873574,0.0,18227406.0,0.0,0.1843137254901961,0.0,159_GmbH.png,159,159_GmbH.png,0.6555828088678717,0.4990700931052964,0.1843137236470588,0.0640143923872468
baseline,160_1st.png,1st,1st,0.3136531114578247,1.0,1,35.8376770017643,0.0,67004104.0,0.0,0.3607843137254902,0.0,160_1st.png,160,160_1st.png,0.7120883914732722,0.5359522500659123,0.3647058787058824,0.0687399337931002
baseline,161_floor.png,floor,floor,0.8566010594367981,1.0,1,38.1304376675134,0.0,118786486.0,0.0,0.3843137254901961,0.0,161_floor.png,161,161_floor.png,0.7270937564321933,0.5375781594667118,0.3843137216470589,0.0700512345527832
baseline,162_FINAL.png,FINAL,final,0.882025957107544,0.0,0,49.93572286493065,0.0,188107934.0,0.0,0.4431372549019607,0.0,162_FINAL.png,162,162_FINAL.png,0.7586248129041314,0.3035305171649777,0.4431372504705883,0.1188146580384132
baseline,163_clearance.png,clearance,clearance,0.9953597187995912,1.0,1,49.41978462023776,0.0,183876896.0,0.0,0.4627450980392157,0.0,163_clearance.png,163,163_clearance.png,0.7816027056223613,0.3260946357507276,0.466666662,0.1822179375306445
baseline,164_BURTON.png,BURTON,burton,0.7606401443481445,0.0,0,39.05717038608668,0.0,79222074.0,0.0,0.4078431372549019,0.0,164_BURTON.png,164,164_BURTON.png,0.7517618058150722,0.4112714890999548,0.4043137214470594,0.2460899257924313
baseline,165_GARNIER.png,GARNIER,garnier,0.2649203836917877,0.0,0,39.15626122643375,0.0,118157244.0,0.0,0.4,0.0,165_GARNIER.png,165,165_GARNIER.png,0.7394711118104103,0.5399109610450812,0.3999999960000001,0.057185311803706
baseline,166_LABORATOIRES.png,LABORATOIRES,labonatoiras,0.0671685934066772,0.0,0,25.701117067218163,0.0,32755088.0,0.0,0.2549019607843137,0.0,166_LABORATOIRES.png,166,166_LABORATOIRES.png,0.7405371016018384,0.4508904134560346,0.2549019582352941,0.0497374566967983
baseline,167_Knowledge.png,Knowledge,knowledge,0.9839017987251282,0.8888888888888888,0,16.220413489241775,0.0,27434606.0,0.0,0.1647058823529411,0.0,167_Knowledge.png,167,167_Knowledge.png,0.7357072250178064,0.3371579349764538,0.1647058807058823,0.1387320003063247
baseline,168_Management.png,Management,management,0.5466452240943909,0.9,0,18.247833743269585,0.0,41899076.0,0.0,0.188235294117647,0.0,168_Management.png,168,168_Management.png,0.7548816184259441,0.3398990678084396,0.1921568608235294,0.1427294779106877
baseline,169_Faisal.png,Faisal,faisal,0.9213135242462158,0.8333333333333334,0,42.78765115498109,0.0,156339898.0,0.0,0.4196078431372549,0.0,169_Faisal.png,169,169_Faisal.png,0.7444062260460016,0.3227179883622207,0.4196078389411765,0.181037361537479
baseline,170_Shafait.png,Shafait,shafait,0.943854033946991,0.8571428571428572,0,38.35930819240618,0.0,155770972.0,0.0,0.3725490196078431,0.0,170_Shafait.png,170,170_Shafait.png,0.7727242464295601,0.3018875786804706,0.3764705844705883,0.1718334704708248
baseline,171_Multimedia.png,Multimedia,multimedia,0.9368985295295716,0.9,0,22.30599123071375,0.0,48417792.0,0.0,0.2313725490196078,0.0,171_Multimedia.png,171,171_Multimedia.png,0.7580375718109036,0.36080056181566,0.2313725467058824,0.1427341790629904
baseline,172_and.png,and,and,0.4644840359687805,1.0,1,22.66915651564028,0.0,18801816.0,0.0,0.2274509803921568,0.0,172_and.png,172,172_and.png,0.7390889318396214,0.3338663502981349,0.227450978117647,0.1674701080651084
baseline,173_Data.png,Data,data,0.7881391644477844,0.75,0,22.88347874929128,0.0,25948514.0,0.0,0.2313725490196078,0.0,173_Data.png,173,173_Data.png,0.7134400730029017,0.3320827677093118,0.2313725467058824,0.1874339148036644
baseline,174_Mining.png,Mining,mining,0.7125279903411865,0.8333333333333334,0,20.19542901564368,0.0,34774552.0,0.0,0.2078431372549019,0.0,174_Mining.png,174,174_Mining.png,0.7403643364623844,0.3031978475368204,0.2117647037647059,0.1791698528121049
baseline,175_Analysis.png,Analysis,analysis,0.9946182370185852,0.875,0,22.36172220889265,0.0,44225840.0,0.0,0.2313725490196078,0.0,175_Analysis.png,175,175_Analysis.png,0.7471723699375787,0.330542805263086,0.227450978117647,0.1480224929090457
baseline,176_Chocomel.png,Chocomel,chocomel,0.8094634413719177,0.875,0,40.46417959120937,0.0,2055492760.0,0.0,0.396078431372549,0.0,176_Chocomel.png,176,176_Chocomel.png,0.8174020480579932,0.146728487217141,0.3960784274117647,0.0770652072451299
baseline,177_hot.png,hot,hot,9.809678158489989e-05,1.0,1,32.73451758662619,0.0,195202336.0,0.0,0.3176470588235294,0.0,177_hot.png,177,177_hot.png,0.7656136718270199,0.1555541806186417,0.3176470556470588,0.0798742076850455
baseline,178_R.png,R,r,0.7075681686401367,0.0,0,17.953233473186366,0.0,5331592.0,0.0,0.1843137254901961,0.0,178_R.png,178,178_R.png,0.6165265185715001,0.1963129545920415,0.1854901942235292,0.1562546411235845
baseline,179_DE.png,DE,d,0.3891930878162384,0.0,0,27.947616305694464,0.0,24802180.0,0.0,0.2823529411764706,0.0,179_DE.png,179,179_DE.png,0.6657177752692618,0.2137161070516124,0.2823529383529412,0.0756256713456606
baseline,180_ENIGE.png,ENIGE,enige,0.7576481103897095,0.0,0,31.08783689778816,0.0,88299806.0,0.0,0.3254901960784314,0.0,180_ENIGE.png,180,180_ENIGE.png,0.7279983521834267,0.2243956125271808,0.3294117614117647,0.0919789554188329
baseline,181_ECHTE.png,ECHTE,echte,0.2933016121387481,0.0,0,43.923408184406455,0.0,191101130.0,0.0,0.4549019607843137,0.0,181_ECHTE.png,181,181_ECHTE.png,0.7476687182618426,0.2991672610465591,0.4549019562352941,0.1093531072122395
baseline,182_4.png,4,4,0.0532915219664573,1.0,1,33.59513749582746,0.0,38518320.0,0.0,0.3254901960784314,0.0,182_4.png,182,182_4.png,0.7016014729208053,0.2165662617555278,0.3254901928235295,0.0939066863326946
baseline,183_5.png,5,j,0.2755948305130005,0.0,0,31.38278094632365,0.0,27376050.0,0.0,0.3137254901960784,0.0,183_5.png,183,183_5.png,0.6686046504741071,0.2274470159110424,0.3137254870588236,0.0745144150433905
baseline,184_Senseo.png,Senseo,seniseo,0.3726100027561188,0.7142857142857143,0,25.02072840945153,0.0,221110964.0,0.0,0.2588235294117647,0.0,184_Senseo.png,184,184_Senseo.png,0.794497964026826,0.119791206767738,0.2549019582352941,0.178894950853642
baseline,185_padmachines.png,padmachines,padmachines,0.6659089922904968,1.0,1,29.43173276653181,0.0,163811068.0,0.0,0.2901960784313726,0.0,185_padmachines.png,185,185_padmachines.png,0.7749252288182849,0.186491587982619,0.2941176441176471,0.0924167193141651
baseline,186_ACHTERZIJDE.png,ACHTERZIJDE,achterzijde,0.4683161377906799,0.0,0,29.5077054104425,0.0,142289558.0,0.0,0.2941176470588235,0.0,186_ACHTERZIJDE.png,186,186_ACHTERZIJDE.png,0.7805162320862178,0.1879056012683518,0.2941176441176471,0.108840489515403
baseline,187_animal.png,animal,animal,0.9184558987617492,1.0,1,64.30642171813172,0.0,1313887838.0,0.0,0.5529411764705883,0.0,187_animal.png,187,187_animal.png,0.829071585531361,0.5434405017259516,0.5529411709411766,0.0713664491853734
baseline,188_word.png,word,word,0.9803114533424376,1.0,1,47.7048604687179,0.0,658255074.0,0.0,0.4588235294117647,0.0,188_word.png,188,188_word.png,0.8216465324926329,0.3776337707334662,0.4627450934117648,0.0808219786469329
baseline,189_book.png,book,book,0.8438775539398193,1.0,1,47.55856521896907,0.0,682698776.0,0.0,0.4627450980392157,0.0,189_book.png,189,189_book.png,0.8231588098366982,0.3908992259894568,0.4627450934117648,0.0852816943581898
baseline,190_Senseo.png,Senseo,senseo,0.7792133092880249,0.8333333333333334,0,38.7932647988262,0.0,703724702.0,0.0,0.392156862745098,0.0,190_Senseo.png,190,190_Senseo.png,0.8004873880565269,0.1773135049306543,0.3921568588235294,0.1512110309245906
baseline,191_NEW.png,NEW,new,0.9640491008758544,0.0,0,43.08656374054654,0.0,237734358.0,0.0,0.4392156862745098,0.0,191_NEW.png,191,191_NEW.png,0.8040086673321409,0.2100477981141353,0.4431372504705883,0.2474257242928021
baseline,192_GENERATION.png,GENERATION,generation,0.7153263092041016,0.0,0,33.29972319949878,0.0,548163902.0,0.0,0.3568627450980392,0.0,192_GENERATION.png,192,192_GENERATION.png,0.8211137829153234,0.1657153142469863,0.3568627415294118,0.193895121265699
baseline,193_AUTO.png,AUTO,,0.1010119765996933,0.0,0,35.49076792275424,0.0,19639778.0,0.0,0.2156862745098039,0.0,193_AUTO.png,193,193_AUTO.png,0.7609628679143207,0.2817429257729257,0.2156862723529412,0.1005511559879677
baseline,194_OFF.png,OFF,,0.0121405385434627,0.0,0,36.37738524231063,0.0,12816842.0,0.0,0.3686274509803922,0.0,194_OFF.png,194,194_OFF.png,0.6489598064312658,0.4004636538723073,0.372549015882353,0.1159851278935389
baseline,195_D.png,D,o,0.0676411837339401,0.0,0,55.774721458656494,0.0,666358722.0,0.0,0.5725490196078431,0.0,195_D.png,195,195_D.png,0.7914791727155601,0.1956352962869619,0.572549013882353,0.2437449406934565
baseline,196_DIESEL.png,DIESEL,diesel,0.0829087421298027,0.0,0,55.6973586711547,0.0,2834332318.0,0.0,0.5529411764705883,0.0,196_DIESEL.png,196,196_DIESEL.png,0.8424181353261573,0.6402908555678575,0.5568627395294119,0.1060900691736033
baseline,197_DENIM.png,DENIM,dernem,0.0185063164681196,0.0,0,64.37978773207756,0.0,599673296.0,0.0,0.6313725490196078,0.0,197_DENIM.png,197,197_DENIM.png,0.7975713176329363,0.2668026679689076,0.6352941112941177,0.2558542433657879
baseline,198_DIVISION.png,DIVISION,ovision,0.0010982254752889,0.0,0,63.528849282932136,0.0,1335598396.0,0.0,0.6431372549019608,0.0,198_DIVISION.png,198,198_DIVISION.png,0.828243476500332,0.4694512781920595,0.6431372484705884,0.1881586950725101
baseline,199_2002.png,2002,2o02,0.5655790567398071,0.75,0,27.75412630787145,0.0,39276908.0,0.0,0.2745098039215686,0.0,199_2002.png,199,199_2002.png,0.698073781993952,0.4597475595242223,0.2745098011764706,0.1882685335476928
baseline,200_Manchester.png,Manchester,manchester,0.5261646509170532,0.9,0,29.188379926367517,0.0,206214946.0,0.0,0.2862745098039215,0.0,200_Manchester.png,200,200_Manchester.png,0.8141731862153476,0.4891607832752925,0.2862745069411765,0.0882476372558733
baseline,201_THE.png,THE,the,0.3000150322914123,0.0,0,17.56206256369042,0.0,8678084.0,0.0,0.1556862745098038,0.0,201_THE.png,201,201_THE.png,0.6873343623208642,0.424161357272689,0.1529411749411765,0.1223519058011256
baseline,202_XVII.png,XVII,xvil,0.328744113445282,0.0,0,17.365743101678742,0.0,8951158.0,0.0,0.1647058823529411,0.0,202_XVII.png,202,202_XVII.png,0.6725662674680425,0.4176324401057361,0.1647058807058823,0.1408074313469992
baseline,203_COMMONWEALTH.png,COMMONWEALTH,commonwealith,0.2144243270158767,0.0,0,17.135708835176636,0.0,39058256.0,0.0,0.1568627450980392,0.0,203_COMMONWEALTH.png,203,203_COMMONWEALTH.png,0.82341154433876,0.4109171200738353,0.1568627435294118,0.1192785919587344
baseline,204_GAMES.png,GAMES,games,0.4580196738243103,0.0,0,16.711279421497974,0.0,14043264.0,0.0,0.1568627450980392,0.0,204_GAMES.png,204,204_GAMES.png,0.7379151810247245,0.4216111353121636,0.1568627435294118,0.13078795548008
baseline,205_FARNBOROUGH.png,FARNBOROUGH,farnborough,0.3570590019226074,0.0,0,37.18458164430884,0.0,674685904.0,0.0,0.3803921568627451,0.0,205_FARNBOROUGH.png,205,205_FARNBOROUGH.png,0.840656668341046,0.414722768722604,0.3803921530588235,0.1022562387600709
baseline,206_AIRSHOW.png,AIRSHOW,airshow,0.5070093870162964,0.0,0,53.324936427823296,0.0,782650304.0,0.0,0.4745098039215686,0.0,206_AIRSHOW.png,206,206_AIRSHOW.png,0.8212391570097609,0.6393542322763547,0.4705882305882353,0.0718323893226025
baseline,207_28.png,28,28,0.5991056561470032,1.0,1,39.266367691005634,0.0,36180326.0,0.0,0.4078431372549019,0.0,207_28.png,207,207_28.png,0.6902132832669796,0.7406548841797153,0.4078431331764706,0.1364753486650425
baseline,208_JULY.png,JULY,july,0.5744852423667908,0.0,0,39.282382937918335,0.0,69911952.0,0.0,0.4313725490196078,0.0,208_JULY.png,208,208_JULY.png,0.7762322518738233,0.753306813137587,0.4309803878470593,0.1100028314969492
baseline,209_2002.png,2002,2oo2,0.2200231403112411,0.5,0,38.09987593220336,0.0,72748662.0,0.0,0.4,0.0,209_2002.png,209,209_2002.png,0.831890652901332,0.7640848711164356,0.3999999960000001,0.1438265808781709
baseline,210_daily.png,daily,daily,0.5590337514877319,1.0,1,33.97081966801848,0.0,79931578.0,0.0,0.3725490196078431,0.0,210_daily.png,210,210_daily.png,0.7408436766360834,0.3430636687773769,0.372549015882353,0.0652968152325188
baseline,211_flying.png,flying,flying,0.7278408408164978,1.0,1,34.24912114094006,0.0,98207104.0,0.0,0.3686274509803922,0.0,211_flying.png,211,211_flying.png,0.7572020612314313,0.3425976439860222,0.3686274472941177,0.0634087049273036
baseline,212_programme.png,programme,programme,0.4296480715274811,1.0,1,35.58094339087431,0.0,168328488.0,0.0,0.3686274509803922,0.0,212_programme.png,212,212_programme.png,0.8093672243074053,0.3559211806007267,0.3686274472941177,0.0713629160640944
baseline,213_R.png,R,o,0.5312044620513916,0.0,0,65.29106349056603,0.0,16201842.0,0.0,0.6164705882352941,0.0,213_R.png,213,213_R.png,0.8913771692773953,0.5403398638776471,0.6164705820705884,0.6028715600571681
baseline,214_17.png,17,17,0.3530254364013672,1.0,1,46.335969754570776,0.0,39504642.0,0.0,0.4607843137254901,0.0,214_17.png,214,214_17.png,0.7069125971240949,0.4704258693490663,0.4588235248235294,0.1842317775438434
baseline,215_59.png,59,59,0.5330073237419128,1.0,1,48.75169119703551,0.0,55570860.0,0.0,0.5117647058823529,0.0,215_59.png,215,215_59.png,0.6974918624430964,0.4538208988231355,0.5137254850588235,0.2326033008313127
baseline,216_TM.png,TM,t,0.0416156314313411,0.0,0,45.85886210246972,0.0,13867696.0,0.0,0.4709803921568628,0.0,216_TM.png,216,216_TM.png,0.8838236522760743,0.488882348052353,0.4705882305882353,0.2685233627496619
baseline,217_GUINNESS.png,GUINNESS,guinness,0.1571726948022842,0.0,0,86.17146574140139,0.0,2332828626.0,0.0,0.807843137254902,0.0,217_GUINNESS.png,217,217_GUINNESS.png,0.8430202240343135,0.4260065907118582,0.8078431291764707,0.1052232898995481
baseline,218_DRAUGHT.png,DRAUGHT,draught,0.8958735466003418,0.0,0,85.03548945445772,0.0,650446808.0,0.0,0.8588235294117647,0.0,218_DRAUGHT.png,218,218_DRAUGHT.png,0.823286934119457,0.635892327586149,0.8588235208235295,0.1741878994206629
baseline,219_Kaffee.png,Kaffee,aaffeee,0.0330345518887043,0.7142857142857143,0,40.67929101150413,0.0,455791604.0,0.0,0.4196078431372549,0.0,219_Kaffee.png,219,219_Kaffee.png,0.7382352295216185,0.189278213313896,0.4235294075294118,0.0555153157306207
baseline,220_Pads.png,Pads,padse,0.0664249286055564,0.6,0,40.25503831832533,0.0,292558128.0,0.0,0.4,0.0,220_Pads.png,220,220_Pads.png,0.7221917237707248,0.2629928339888379,0.4003921528587893,0.0569695949149509
baseline,221_Extra.png,Extra,extra,0.5047550797462463,0.8,0,26.979293291052716,0.0,76643628.0,0.0,0.2784313725490196,0.0,221_Extra.png,221,221_Extra.png,0.6897237687929247,0.4199725520854374,0.2745098011764706,0.0587836761031776
baseline,222_30.png,30,3o,0.4229743480682373,0.5,0,39.01869291468479,0.0,67244398.0,0.0,0.3725490196078431,0.0,222_30.png,222,222_30.png,0.8141586080099735,0.229848133034083,0.3686274472941177,0.1954586910811843
baseline,223_THE.png,THE,the,0.1072100475430488,0.0,0,39.02032132953408,0.0,36839202.0,0.0,0.3847058823529412,0.0,223_THE.png,223,223_THE.png,0.6759330981290955,0.2860271464609955,0.3847058785058824,0.3660081560245537
